2;8.577704463604561e-05;23.316261459998486
4;0.00017627736959947707;22.691511729999547
8;0.00034754129046848367;23.018847599996093
16;0.0006804706960574767;23.513135970000008
32;0.0013827769905839869;23.1418371999996
64;0.0027383880282648887;23.3714138900001
128;0.005524286795142009;23.170411810002634
256;0.011077239130259401;23.1104517100016
512;0.021432786355851056;23.888634519992138
1024;0.044884197840343934;22.814265359992305
2048;0.08580734515677957;23.86742062999474
4096;0.1363425269660523;30.04198390000397
8192;0.3589675952092249;22.82100141998967
16384;0.6623670854865428;24.73552862000247
32768;1.3790540105628006;23.76121583999975
65536;2.5990558384760765;25.21531050999897
131072;1.7143286177927863;76.45675318000372
262144;3.02175471410639;86.75224325000272
524288;6.340649207593633;82.68680112000311
1048576;11.361203292317565;92.29444918999434
