1;10000000;3.427847822;3.1414336
1;20000000;7.126699679;3.1413706
1;30000000;10.305466541;3.1409912
1;40000000;15.293998636;3.1416071
1;50000000;17.413816209;3.14176376
1;60000000;21.516970171;3.141551
1;70000000;24.661129188;3.1419792571428573
1;80000000;29.11561393;3.1413198
1;90000000;31.033331874;3.1415848
1;100000000;34.146806658;3.14174504
2;10000000;1.815401862;3.141042
2;20000000;3.432044062;3.141558
2;30000000;5.218419107;3.1409638666666666
2;40000000;6.931013104;3.1414617
2;50000000;9.666762536;3.14169376
2;60000000;10.888730931;3.1412626666666665
2;70000000;12.8655833;3.1415568
2;80000000;13.815451091;3.14152775
2;90000000;16.593633101;3.141346177777778
2;100000000;18.671384474;3.14155924
3;10000000;1.225790544;3.1412948
3;20000000;2.499076812;3.1419204
3;30000000;3.667385425;3.142024533333333
3;40000000;4.838697046;3.1415866
3;50000000;5.975334266;3.14216168
3;60000000;7.091373024;3.1415403333333334
3;70000000;8.259032796;3.1418278285714285
3;80000000;9.578517518;3.14146365
3;90000000;11.123297359;3.1414772
3;100000000;11.863056257;3.14148592
4;10000000;0.976546856;3.1419488
4;20000000;2.060345318;3.1418388
4;30000000;2.863001291;3.1422653333333335
4;40000000;3.701474282;3.1414947
4;50000000;4.436704522;3.14178696
4;60000000;5.578426628;3.1411305333333335
4;70000000;6.669251565;3.1417578285714285
4;80000000;7.495821878;3.1415352
4;90000000;8.420553477;3.1416734666666666
4;100000000;9.136485842999999;3.141536
5;10000000;0.720075695;3.141306
5;20000000;1.539492922;3.1413826
5;30000000;2.239378383;3.1415173333333333
5;40000000;2.919177812;3.1411312
5;50000000;3.683268783;3.14141984
5;60000000;4.485958204;3.1415194
5;70000000;5.207642604;3.1415281714285714
5;80000000;6.027850192;3.14173895
5;90000000;6.826369042;3.1414136444444445
5;100000000;7.4902360009999995;3.14175172
6;10000000;0.7100715;3.1412952
6;20000000;1.233416879;3.1412478
6;30000000;2.068078893;3.1416873333333335
6;40000000;2.70250893;3.1414686
6;50000000;3.08688363;3.14147112
6;60000000;3.716953406;3.1417173333333333
6;70000000;4.556576098;3.1415201714285717
6;80000000;5.054556427;3.1417375
6;90000000;5.528823945;3.1413574222222223
6;100000000;6.294860239;3.141386
7;10000000;0.613956551;3.1424256
7;20000000;1.196795386;3.1414314
7;30000000;1.628966779;3.1414094666666665
7;40000000;2.267489527;3.141443
7;50000000;2.975603414;3.14139384
7;60000000;3.4515298899999998;3.141522533333333
7;70000000;3.780222019;3.141473885714286
7;80000000;4.639482601;3.14106935
7;90000000;4.911385517;3.141862711111111
7;100000000;5.280485901;3.14148732
8;10000000;0.461387694;3.141302
8;20000000;0.958963076;3.1412106
8;30000000;1.47531864;3.141739333333333
8;40000000;2.086785914;3.141514
8;50000000;2.314675315;3.14184168
8;60000000;2.954689103;3.141590266666667
8;70000000;3.41549795;3.141568857142857
8;80000000;3.767846149;3.14164135
8;90000000;4.224644006;3.1416912
8;100000000;4.806752958;3.1414938
9;10000000;0.46080223499999995;3.1417728
9;20000000;1.196005422;3.142237
9;30000000;1.635851089;3.1419121333333333
9;40000000;1.978241497;3.141789
9;50000000;2.490973848;3.14131344
9;60000000;2.63410476;3.1415881333333333
9;70000000;2.974743318;3.141511942857143
9;80000000;3.389031239;3.1416865
9;90000000;3.848604609;3.141672577777778
9;100000000;4.34739602;3.14165904
10;10000000;0.44596533699999996;3.1409996
10;20000000;0.904979412;3.141831
10;30000000;1.5302857250000002;3.141079733333333
10;40000000;1.614112059;3.1412623
10;50000000;1.947387985;3.14172312
10;60000000;2.272223635;3.1414636666666667
10;70000000;2.760179467;3.141240857142857
10;80000000;3.462049759;3.14135385
10;90000000;3.484916762;3.141696
10;100000000;4.070306319;3.14175948
11;10000000;0.402757745;3.1411756
11;20000000;0.736784181;3.141627
11;30000000;1.603456698;3.1416778666666665
11;40000000;1.553504107;3.141332
11;50000000;1.7335675990000001;3.14188456
11;60000000;2.23497579;3.1413932
11;70000000;2.517013369;3.141293657142857
11;80000000;4.311280591;3.1415595
11;90000000;3.26504231;3.1417540444444443
11;100000000;3.76223388;3.14180176
12;10000000;0.815660862;3.1420352
12;20000000;2.903724907;3.1420528
12;30000000;3.33892656;3.1414036
12;40000000;4.582695027;3.1411919
12;50000000;3.655589063;3.14183048
12;60000000;5.655748218;3.1415113333333333
12;70000000;4.455855787;3.1414653714285716
12;80000000;5.140894966;3.14161075
12;90000000;7.076527666;3.141680177777778
12;100000000;7.895544602;3.1419004
